nom_joueur,club,position,minutes_jouées,match_joués,buts,passes_décisives,distance_parcourue_(km),corner_tiré,hors_jeu,dribbles,total_tir,tir_cadré,tir_non_cadré,tir_bloqué,ballons_récupérés,tacles,tacles_réussi,tacles_loupé,joueur_éliminé,fautes_commmies,fautes_subies,carton_jaune,carton_rouge,%_passes_réussies,passes_tentées,passes_réussies,%_transversales_réussies,transversales_tentées,transversales_réussies,coup_franc_tirés,tirs_sauvés,buts_concédés,penalty_sauvé,cleansheets,but_du_pied_droit,but_du_pied_gauche,but_de_la_tête,but_autres_façons,but_intérieur_surface,but_dehors_surface,penaltys
Bornauw,Wolfsburg,Defenseur,204,3,0,0,22.3,0.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,1.0,1.0,0.0,10.0,3.0,0.0,1.0,0.0,75.3,86.0,68.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neres,Ajax,Attaquant,203,5,1,0,24.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,88.0,104.0,91.0,57.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Haaland,Dortmund,Attaquant,203,3,3,0,22.3,0.0,0.0,0.0,12.0,7.0,5.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,46.7,50.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0
Bruno Tabata,Sporting CP,Milieu,201,4,1,1,28.3,2.0,0.0,2.0,4.0,1.0,1.0,2.0,3.0,5.0,0.0,5.0,2.0,5.0,2.0,1.0,0.0,74.0,76.0,58.0,20.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Delaney,Sevilla,Milieu,200,4,0,0,28.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,0.0,70.5,76.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darmian,Inter,Defenseur,196,5,0,0,25.1,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,62.0,57.0,41.0,20.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schulz,Dortmund,Defenseur,195,4,0,1,24.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,83.5,129.0,110.0,100.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matić,Man. United,Milieu,194,8,0,0,24.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,1.0,1.0,0.0,6.0,2.0,4.0,2.0,0.0,81.1,152.0,132.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerhardt,Wolfsburg,Milieu,192,5,0,1,25.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,63.0,61.0,44.0,66.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kryvtsov,Shakhtar Donetsk,Defenseur,192,3,0,1,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,92.0,167.0,153.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Necip Uysal,Beşiktaş,Milieu,189,3,0,0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,68.0,55.0,37.0,50.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chilwell,Chelsea,Defenseur,188,4,0,0,23.3,0.0,0.0,0.0,8.0,1.0,6.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,82.3,87.0,71.0,26.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moisander,Malmö,Defenseur,187,3,0,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,60.0,86.0,77.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montiel,Sevilla,Defenseur,186,4,0,0,24.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,8.0,3.0,5.0,1.0,1.0,2.0,1.0,0.0,75.3,123.0,103.0,18.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Teixeira,Beşiktaş,Milieu,184,3,0,0,18.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0,86.7,50.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haidara,Leipzig,Milieu,182,4,0,0,24.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,8.0,5.0,3.0,1.0,3.0,1.0,0.0,0.0,86.0,123.0,106.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guerreiro,Dortmund,Defenseur,182,3,0,0,23.1,0.0,0.0,0.0,2.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,84.3,129.0,111.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vlahović,Juventus,Attaquant,180,2,1,0,20.9,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,29.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Morato,Benfica,Defenseur,180,2,1,0,19.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,88.5,134.0,121.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Bürgy,Young Boys,Defenseur,180,2,0,0,21.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,90.0,130.0,117.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vida,Beşiktaş,Defenseur,180,2,0,0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,2.0,4.0,4.0,1.0,0.0,90.0,99.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bailly,Man. United,Defenseur,180,2,0,0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,1.0,11.0,2.0,2.0,0.0,0.0,91.5,107.0,98.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leo Jardim,LOSC,Gardien,180,2,0,0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.5,37.0,26.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M. Kerzhakov,Zenit,Gardien,180,2,0,0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,33.0,27.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onana,Ajax,Gardien,180,2,0,0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,56.0,49.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mudryk,Shakhtar Donetsk,Milieu,179,6,0,0,24.2,0.0,0.0,0.0,4.0,4.0,0.0,0.0,7.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,0.0,86.5,69.0,54.0,9.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L. de Jong,Barcelona,Attaquant,179,3,0,0,22.3,0.0,0.0,0.0,6.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,83.0,35.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rugani,Juventus,Defenseur,177,4,0,0,21.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,2.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,96.8,130.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalobah,Chelsea,Defenseur,175,3,1,0,20.4,0.0,0.0,0.0,3.0,1.0,2.0,0.0,7.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,85.7,106.0,92.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Elanga,Man. United,Attaquant,172,3,1,0,23.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,61.3,47.0,31.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Paulo Otávio,Wolfsburg,Defenseur,171,4,0,0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,2.0,1.0,7.0,2.0,6.0,0.0,0.0,66.3,72.0,48.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolf,Dortmund,Milieu,170,5,0,0,24.3,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,5.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,65.2,66.0,50.0,25.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pongračić,Dortmund,Defenseur,170,5,0,0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,89.8,89.0,78.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergi Roberto,Barcelona,Milieu,169,3,0,0,22.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,80.0,77.0,62.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kean,Juventus,Attaquant,168,6,1,0,20.6,0.0,0.0,0.0,9.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,57.2,44.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Gomes,LOSC,Milieu,168,4,1,1,19.7,0.0,1.0,3.0,3.0,1.0,2.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,76.5,54.0,40.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Óliver Torres,Sevilla,Milieu,168,4,0,0,25.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.5,122.0,105.0,20.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lefort,Young Boys,Defenseur,167,3,0,0,21.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,5.0,5.0,0.0,8.0,6.0,0.0,0.0,0.0,70.7,95.0,65.0,50.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diallo,Paris,Defenseur,165,2,0,0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,10.0,4.0,0.0,0.0,0.0,85.5,117.0,103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricca,Club Brugge,Defenseur,164,4,0,0,21.9,0.0,0.0,0.0,3.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,75.3,61.0,47.0,25.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiago Tomás,Sporting CP,Attaquant,162,5,0,0,22.1,0.0,0.0,0.0,4.0,1.0,3.0,0.0,2.0,5.0,1.0,4.0,0.0,3.0,4.0,1.0,0.0,56.8,27.0,20.0,33.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van Der Brempt,Club Brugge,Defenseur,162,5,0,0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,3.0,2.0,2.0,5.0,4.0,0.0,0.0,68.8,58.0,40.0,28.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tymchyk,Dynamo Kyiv,Defenseur,160,4,0,0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,75.8,94.0,75.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahimović,Milan,Attaquant,160,4,0,0,16.4,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,86.8,49.0,40.0,100.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saúl Ñíguez,Chelsea,Milieu,159,5,0,0,23.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,8.0,4.0,4.0,0.0,5.0,3.0,1.0,0.0,0.0,77.8,92.0,79.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedri,Barcelona,Milieu,158,2,0,0,20.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,87.0,103.0,90.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pizzi,Benfica,Milieu,157,6,0,0,21.2,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,43.0,16.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vormer,Club Brugge,Milieu,156,4,0,1,20.9,6.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,83.0,80.0,68.0,20.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hutchinson,Beşiktaş,Milieu,156,4,0,0,19.9,0.0,0.0,0.0,4.0,2.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,88.5,90.0,77.0,50.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yansané,Sheriff,Attaquant,156,3,1,0,21.6,0.0,0.0,0.0,3.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,72.3,37.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Alexis Sánchez,Inter,Attaquant,155,6,1,1,19.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,4.0,6.0,2.0,4.0,0.0,2.0,2.0,2.0,1.0,80.0,67.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Meite,Benfica,Milieu,155,3,0,0,19.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,84.0,41.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fábio Cardoso,Porto,Defenseur,155,2,0,0,18.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,94.0,39.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karavaev,Dynamo Kyiv,Defenseur,154,6,0,0,21.6,0.0,0.0,0.0,3.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,70.5,57.0,44.0,25.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fati,Barcelona,Attaquant,154,3,1,0,19.7,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,86.7,74.0,64.0,50.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Mostovoy,Zenit,Milieu,150,5,0,0,20.9,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,81.2,49.0,38.0,16.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poulsen,Leipzig,Attaquant,147,4,0,1,18.8,0.0,0.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,0.0,3.0,4.0,4.0,1.0,1.0,0.0,46.8,43.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Ambrosio,Inter,Defenseur,147,3,0,0,19.2,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,0.0,90.7,64.0,56.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schuurs,Ajax,Defenseur,146,3,0,1,14.4,0.0,0.0,0.0,2.0,0.0,2.0,0.0,13.0,5.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,90.3,111.0,99.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toni Martínez,Porto,Attaquant,144,6,0,0,19.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,89.0,20.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus Cunha,Atlético,Attaquant,142,5,0,0,18.3,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,6.0,3.0,0.0,0.0,93.6,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T. Hazard,Dortmund,Milieu,142,3,0,0,19.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,80.7,66.0,54.0,33.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tagliafico,Ajax,Defenseur,139,3,0,1,16.6,0.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,4.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,76.3,69.0,57.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draxler,Paris,Attaquant,136,3,0,0,15.1,0.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,77.0,76.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rıdvan Yılmaz,Beşiktaş,Defenseur,135,2,0,0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,78.5,57.0,44.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabitzer,Bayern,Milieu,133,5,0,0,19.6,0.0,0.0,0.0,5.0,0.0,4.0,1.0,7.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,85.8,83.0,72.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Bragança,Sporting CP,Milieu,131,5,0,0,18.9,0.0,0.0,0.0,3.0,1.0,1.0,1.0,7.0,2.0,2.0,0.0,0.0,3.0,6.0,1.0,0.0,93.6,66.0,61.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Gonçalves,Benfica,Milieu,131,5,0,0,18.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,69.4,42.0,35.0,20.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wendell,Porto,Defenseur,131,4,0,0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,6.0,2.0,4.0,2.0,7.0,1.0,1.0,1.0,84.8,52.0,42.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mechele,Club Brugge,Defenseur,131,3,0,0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,88.7,38.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muriel,Atalanta,Attaquant,130,5,1,0,16.9,0.0,0.0,0.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,65.0,59.0,48.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Aurier,Villarreal,Defenseur,129,5,0,1,15.9,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,3.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,91.8,66.0,58.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reinier,Dortmund,Attaquant,126,3,0,0,16.7,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,90.0,71.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcano,Porto,Defenseur,126,2,0,0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,60.5,53.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarr,Bayern,Defenseur,125,5,0,0,17.3,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,90.2,72.0,62.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekik,Sevilla,Defenseur,125,4,0,0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,92.3,93.0,86.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vecino,Inter,Milieu,124,4,0,0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,62.5,40.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewicki,Malmö,Milieu,123,2,0,0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,87.5,62.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dembélé,Barcelona,Attaquant,122,3,0,0,14.8,0.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,73.0,57.0,41.0,20.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamela,Sevilla,Milieu,119,4,0,0,17.6,0.0,0.0,0.0,3.0,2.0,1.0,0.0,7.0,6.0,2.0,4.0,1.0,4.0,6.0,1.0,0.0,85.0,54.0,46.0,20.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waldschmidt,Wolfsburg,Attaquant,119,3,0,0,15.6,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,74.3,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rebić,Milan,Attaquant,117,2,1,0,13.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,62.0,21.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
